EndYear,5y,10y,15y,20y,30y
1969,0.12274073942070496,0.0821409608627015,0.08416731890953288,0.08053911565106686,0.07393748164516789
1970,0.11768970499145381,0.06950096400660999,0.07978227651509395,0.07600742272236882,0.07587870142736963
1971,0.06992474150667505,0.06035878655291049,0.0746624244357843,0.06969595418449237,0.07622208661081498
1972,0.0298873010634646,0.0490329445078439,0.06295474454083894,0.06583754211010251,0.0770305767342101
1973,0.016395488159479,0.05544078273686992,0.05848360803296693,0.065021783669577,0.07847179235681301
1974,0.014171029928925938,0.0670759729473156,0.058992678684643085,0.06622787907429184,0.08146681291348812
1975,0.008934281311975711,0.0619206463928208,0.04891850296973743,0.06161700314429641,0.08227064069221801
1976,0.01808967298842945,0.04368545558648118,0.04607760289976581,0.06023114087094639,0.07285945221009937
1977,0.025523317147028157,0.027702992733894982,0.04113712116092194,0.053470711503784685,0.06529385687471523
1978,0.009787773684304168,0.013086243698596345,0.03999827036977477,0.046093803590132376,0.05807203763285784
1979,0.002366120645002745,0.008251298506679161,0.0450546946006809,0.04454297611782554,0.05588493123588778
1980,0.02983823827274512,0.019332675233803887,0.051116969578989035,0.044115548589326314,0.05677409845108494
1981,0.05579380138222145,0.03677035354625979,0.04770606231293861,0.048498237490337326,0.0586061811647165
1982,0.06949370236460917,0.04727777085012663,0.041448562072199824,0.048154990291283006,0.05961469051728985
1983,0.0948810078037925,0.051473944194252885,0.039648631705017534,0.05345549630148394,0.06048655200364661
1984,0.11331778615484289,0.05638630734836414,0.042122827432111265,0.06171768692151769,0.06293720971254646
1985,0.12751433785000676,0.07757012733218982,0.05418780611647245,0.0697167691263858,0.06690829463590586
1986,0.12758044107424849,0.09109689773457919,0.06619725002586585,0.06712790367467703,0.07042146916042524
1987,0.1417725558960068,0.10504233315449185,0.07787348893218038,0.06567129682680162,0.07038812543639916
1988,0.13990922202551226,0.11716827640965977,0.08016250845824646,0.0638551652960555,0.06926811848797998
1989,0.12438950253068715,0.11883994911390672,0.07858432146260164,0.06210725989197696,0.0687436080617927
1990,0.11276120317748028,0.12011348138741451,0.0891750575757897,0.06853557336575489,0.06885727338329639
1991,0.12052450416579252,0.12404693613824147,0.1008192110517232,0.0795269979869122,0.07309939964711476
1992,0.12704233511503604,0.13438353636118072,0.11232753254746264,0.08996085308116508,0.07614380313436597
1993,0.1504446753516393,0.14516483305394945,0.1281520649317267,0.09731990949029501,0.08317874621093146
1994,0.18196758537962499,0.15281912949620757,0.13949869473972587,0.10354988253773767,0.09125545150028858
1995,0.19059190964864037,0.15101889032022187,0.14313009519372688,0.1136891721679425,0.09615849287161549
1996,0.1874371223546083,0.15349572723718952,0.14479178632142897,0.1218625626780625,0.09517363674214652
1997,0.1996011719300428,0.16275590990489874,0.15571895712097872,0.1335318714400946,0.09709700849707259
1998,0.19885912361220748,0.17440244177896558,0.16279026214143033,0.1454279338716613,0.09949684173955542
1999,0.20889352206777012,0.19535474117916674,0.17121546892802852,0.1564647153259653,0.10478521714019284
2000,0.021044970549501496,0.10256423002184811,0.1059527961540292,0.11130421493981846,0.07976013625526757
2001,-0.10066915414913702,0.03339190612365672,0.06165601149099431,0.07776667507784518,0.06392420779166752
2002,-0.18659532440326043,-0.012193742630051463,0.03219382956154848,0.05856088888406652,0.05478640696767356
2003,-0.2496806724920556,-0.051565937238926995,0.011486307809069007,0.042167613747646326,0.045260535710697436
2004,-0.3021483195702016,-0.08150755265179732,-0.0009537779550906622,0.029007125145786627,0.0380537517460664
2005,-0.23886493073653892,-0.11843710696269472,-0.025556843285142072,0.00732097312191593,0.03021317275563873
2006,-0.19401742460868288,-0.14862171083135434,-0.04877062185787551,-0.009009980464716683,0.023294470607378326
2007,-0.16129731049969098,-0.17404316754741245,-0.06462908726462713,-0.020007046831163944,0.020019028930149618
2008,-0.11504803223533155,-0.18514015602067002,-0.07321713597290236,-0.02174983236548733,0.022522372271389424
2009,-0.09058265217377126,-0.20335803249355222,-0.08454260375141909,-0.02415690150458505,0.021353272925233258
2010,-0.04245344663622452,-0.1462891225845101,-0.09380394590318286,-0.029808742453898418,0.017791718174143156
2011,-0.003554013865665895,-0.10383143207157097,-0.10277857685222014,-0.037662561977521825,0.013475069121683836
2012,0.03149217450317465,-0.06988427550420662,-0.11053906389259971,-0.04147293583585876,0.013887008240017984
2013,0.041942898512052906,-0.03975554240773482,-0.11555686094680617,-0.045679009893403344,0.014111369381515582
2014,0.058635796418258446,-0.01880595278375241,-0.12416093380376125,-0.05067428047527378,0.01281600630149704
2015,0.08356418428037427,0.018608438020274454,-0.07567345828673888,-0.05238858096086463,0.011069494825733939
2016,0.10678201443007485,0.050165937271115624,-0.038504691823821546,-0.05443748011193372,0.010335228498752347
2017,0.1229470815296907,0.07624863622633882,-0.00959895937991484,-0.05716654996286641,0.011081521401409278
2018,0.12511647029969963,0.08273132227146696,0.012325943341894519,-0.06070543686356766,0.011906038488863624
2019,0.12853045731282164,0.09302458319089069,0.02803452016843333,-0.06686053856558705,0.01343672891109704
2020,0.12261539031510882,0.10291696408541329,0.05216013667155894,-0.029653562316124926,0.01255629223652055
2021,0.10393564038029668,0.10535791120399529,0.06779168988084261,-0.004717619802277473,0.007826783306874807
2022,0.08562405420814168,0.10412787452879013,0.07936474464500853,0.013393653993030386,0.004791712930089842
2023,0.08128549541418617,0.10298328182555472,0.08224916530564097,0.029142158882783376,0.0015038597094361172
